ProductId,Prompt,output_gpt-4,model_gpt-4,output_claude-3-opus,model_claude-3-opus,output_llama-3-70b,model_llama-3-70b,GPT-4_rouge1_f1,GPT-4_rouge2_f1,GPT-4_rougeL_f1,Claude3_rouge1_f1,Claude3_rouge2_f1,Claude3_rougeL_f1,LLaMA3_rouge1_f1,LLaMA3_rouge2_f1,LLaMA3_rougeL_f1
280680,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Anzahl Etiketten: 5600 Anzahl (x) Anzahl
Artikel pro Verkaufseinheit: 100 Blatt (Blätter) Blatt
Breite: 52.5 Millimeter (mm) Millimeter
Etikettenformat: 52.5 x 21.2 mm
Etikettenrolle Breite: 52.5 Millimeter (mm) Millimeter
Etikettenrolle Länge: 21.2 Millimeter (mm) Millimeter
Etikettentyp: Universaletiketten
Farbgruppe: Weiss
Form: Rechteckig
Geeignet für: Drucker
Geeignete Drucktechnologie: Laser
Geeignete Drucktechnologie: Tintenstrahl
Geeignete Drucktechnologie: Thermodirekt
Gewicht: 0.942 Kilogramm (kg) Kilogramm
Hafteigenschaft: Permanent
Holzhandelsverordnung: Produkt ist von der Holzhandelsverordnung betroffen
Holzherkunft: Deutschland
Länge: 21.2 Millimeter (mm) Millimeter
Materialgruppe: Papier
Nachhaltigkeit: Verbesserte Materialien
Nachhaltigkeitslabel: FSC 100%
Ursprungsland: China","Dieses Produkt ist ein Set aus 5600 universellen, rechteckigen Etiketten mit den Maßen 52,5 x 21,2 mm, die für Laser-, Tintenstrahl- und Thermodirektdruck geeignet sind. Sie sind weiß, haften dauerhaft und bestehen aus verbessertem, FSC 100% zertifiziertem Papier aus Deutschland. Trotz ihres Ursprungs in China erfüllen sie die Holzhandelsverordnung.",gpt-4,"Diese universellen Etiketten im praktischen 52,5 x 21,2 mm Format eignen sich perfekt für Laser-, Tintenstrahl- und Thermodirektdrucker. Mit 5600 Etiketten auf 100 Blättern bieten sie eine großzügige Menge für vielfältige Anwendungen. Die permanent haftenden Etiketten bestehen aus FSC-zertifiziertem Papier und tragen somit zu einer nachhaltigen Forstwirtschaft bei.",claude-3-opus,"Dieses Produkt umfasst 5600 weiße, rechteckige Etiketten mit einer Größe von 52,5 x 21,2 mm, die auf 100 Blatt à 56 Etiketten pro Blatt verteilt sind. Sie sind aus nachhaltigem Papiermaterial (FSC 100%) gefertigt und haben eine permanente Haftung, was sie ideal für den Einsatz mit Laser-, Tintenstrahl- und Thermodirekt-Druckern macht. Das Gewicht des Produkts beträgt 0,942 kg und es ist sowohl für den professionellen als auch privaten Gebrauch geeignet.",llama-3-70b,0.27,0.09,0.18,0.22,0.07,0.14,0.33,0.09,0.18
280720,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Batteriekategorie: Gerätebatterien
Breite: 12 Zentimeter (cm) Zentimeter
Deklarationspflichtige Batterie (nicht erfassen / mappen): Nein
GPS Zubehörtyp: Karten
Gewicht: 40 Gramm (g) Gramm
Höhe: 0.5 Zentimeter (cm) Zentimeter
Länge: 13 Zentimeter (cm) Zentimeter
Ursprungsland: Taiwan","Dieses Produkt ist eine Gerätebatterie aus Taiwan, die 12 x 13 x 0.5 cm groß und 40 Gramm schwer ist. Sie gehört zur Kategorie der Gerätebatterien und ist damit ideal für verschiedenste elektronische Geräte geeignet. Zudem ist sie ein wichtiges Zubehör für GPS-Karten.",gpt-4,"Das Produkt ist eine GPS-Karte aus Taiwan mit den Maßen 13 x 12 x 0,5 cm und einem Gewicht von 40 Gramm. Es handelt sich um ein Stück pro Verkaufseinheit und enthält keine deklarationspflichtigen Batterien.",claude-3-opus,"Das Produkt ist eine Karte für GPS-Geräte, die eine Breite von 12 cm, eine Länge von 13 cm und eine Höhe von 0,5 cm hat. Sie wiegt 40 Gramm und stammt ursprünglich aus Taiwan. Die Karte ist eine praktische Ergänzung für GPS-Geräte und bietet eine einfache Navigation.",llama-3-70b,0.25,0.05,0.11,0.32,0.07,0.12,0.33,0.06,0.18
283500,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Breite: 4.2 Zentimeter (cm) Zentimeter
Farbgruppe: Blau
Genaue Farbbezeichnung: Blau
Gewicht: 40 Gramm (g) Gramm
Höhe: 13 Millimeter (mm) Millimeter
Länge: 4.2 Zentimeter (cm) Zentimeter
Stativ Zubehörtyp: Stativ Schnellwechselplatte","Das Produkt ist eine blaue Stativ Schnellwechselplatte mit den Maßen 4,2 cm x 4,2 cm x 13 mm und einem Gewicht von 40 g. Es ist leicht, kompakt und ermöglicht den schnellen Wechsel Ihrer Kamera auf dem Stativ. Sein blauer Farbton macht es leicht erkennbar in Ihrer Ausrüstung.",gpt-4,"Die Schnellwechselplatte aus blauem Aluminium ermöglicht einen sekundenschnellen Wechsel zwischen Stativ und Handaufnahmen. Mit kompakten Maßen von 4,2 x 4,2 x 1,3 cm und einem Gewicht von nur 40 g ist sie leicht und handlich. Die Platte ist kompatibel mit gängigen Stativköpfen und bietet eine sichere und stabile Befestigung für Ihre Kamera.",claude-3-opus,"Dieses Produkt ist eine Stativ-Schnellwechselplatte in der Farbe Blau. Sie hat eine Größe von 4,2 x 4,2 cm und eine Höhe von 13 mm, ihr Gewicht beträgt 40 Gramm. Die Schnellwechselplatte ermöglicht eine schnelle und einfache Montage auf einem Stativ.",llama-3-70b,0.33,0.05,0.14,0.24,0.03,0.12,0.38,0.08,0.18
284400,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Anzahl Etiketten: 2640 Anzahl (x) Anzahl
Artikel pro Verkaufseinheit: 220 Blatt (Blätter) Blatt
Breite: 105 Millimeter (mm) Millimeter
Etikettenformat: 105 x 48 mm
Etikettentyp: Universaletiketten
Farbgruppe: Weiss
Form: Rechteckig
Geeignet für: Drucker
Geeignete Drucktechnologie: Laser
Gewicht: 2 Kilogramm (kg) Kilogramm
Hafteigenschaft: Permanent
Holzhandelsverordnung: Produkt ist von der Holzhandelsverordnung betroffen
Länge: 48 Millimeter (mm) Millimeter
Materialgruppe: Papier
Nachhaltigkeit: Verbesserte Materialien
Nachhaltigkeitslabel: FSC 100%
Ursprungsland: Deutschland","Dieses Produkt ist ein Set von 2640 permanent haftenden, weißen Universaletiketten, hergestellt in Deutschland aus FSC-zertifiziertem Papier für verbesserte Nachhaltigkeit. Jedes Etikett ist 105 x 48 mm groß und optimal für den Druck mit Lasertechnologie geeignet. Die Etiketten kommen in 220 Blatt pro Verkaufseinheit und wiegen insgesamt 2 kg.",gpt-4,"Universal-Etiketten aus FSC-zertifiziertem Papier im Format 105 x 48 mm, geeignet für Laserdrucker. 2640 permanent haftende, rechteckige Etiketten in Weiß, mit 220 Blatt pro Verkaufseinheit. Hergestellt in Deutschland unter Einhaltung der Holzhandelsverordnung.",claude-3-opus,"Das Produkt besteht aus 2640 rechteckigen, weißen Etiketten im Format 105 x 48 mm, die aus nachhaltigem, FSC-zertifiziertem Papier gefertigt sind. Die Etiketten sind permanent haftend und geeignet für den Einsatz in Laserdruckern. Mit ihrem Gewicht von 2 kg und 220 Blatt pro Verkaufseinheit bieten sie eine praktische Lösung für das Beschriften von Objekten.",llama-3-70b,0.38,0.1,0.16,0.32,0.12,0.17,0.35,0.09,0.18
285780,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Anzahl Batterien: 0
Anzahl Spiele: 100 Stück (Stück) Stück
Breite: 27.3 Zentimeter (cm) Zentimeter
Gewicht: 0.91 Kilogramm (kg) Kilogramm
Höhe: 27.2 Zentimeter (cm) Zentimeter
Lieferumfang: 100 Spielmöglichkeiten
Lieferumfang: 44 Chips
Lieferumfang: 1 Würfelbecher
Lieferumfang: 1 Stück Spielesammlung
Lieferumfang: 31 Mikado-Stäbchen
Lieferumfang: 1 Plastikteller
Lieferumfang: 24 Spielsteine
Lieferumfang: 1 Spielanleitung
Lieferumfang: 6 Würfel
Lieferumfang: 16 Spielfiguren
Lieferumfang: 1 Kniffelblock
Länge: 5.7 Zentimeter (cm) Zentimeter
Materialgruppe: Karton
Max. Anzahl Spieler: 6
Min. Anzahl Spieler: 2
Mindestalter: 6 Jahr (Jahre) Jahr
Spieltyp: Spielesammlung
Sprache: Deutsch
Ursprungsland: Deutschland
Warnhinweis Spielzeug: Achtung: Erstickungsgefahr durch kleine Teile
Warnhinweis Spielzeug: Achtung: Nicht für Kinder unter 3 Jahren geeignet","Die Spielesammlung bietet 100 verschiedene Spielmöglichkeiten für 2 bis 6 Spieler ab 6 Jahren und kommt mit zahlreichem Zubehör wie 44 Chips, 31 Mikado-Stäbchen, einem Würfelbecher, 24 Spielsteinen und mehr. Das Set ist kompakt mit einer Breite und Höhe von rund 27 Zentimetern und einem Gewicht von 0.91 kg, ideal für unterwegs. Hergestellt in Deutschland, sind alle Spiele auf Deutsch und kommen mit einer deutlichen Spielanleitung.",gpt-4,"Diese umfangreiche Spielesammlung bietet 100 abwechslungsreiche Spielmöglichkeiten für 2-6 Spieler ab 6 Jahren. Die hochwertige Holzbox enthält alles, was man zum Spielen braucht: Spielsteine, Würfel, Chips, Mikado-Stäbchen und vieles mehr. Dank der kompakten Größe ist sie ideal für unterwegs und garantiert langanhaltenden Spielspaß für die ganze Familie.",claude-3-opus,"Dieses Produkt ist eine umfangreiche Spielesammlung, die 100 verschiedene Spielmöglichkeiten bietet und für 2-6 Spieler ab 6 Jahren geeignet ist. Die Sammlung enthält eine Vielzahl von Spielkomponenten, darunter Würfel, Spielsteine, Mikado-Stäbchen und ein Würfelbecher. Sie bietet somit eine breite Palette an Unterhaltungsmöglichkeiten und ist aufgrund ihrer Vielfalt ideal für Familien oder Freundesgruppen.",llama-3-70b,0.35,0.08,0.12,0.2,0.05,0.09,0.24,0.07,0.12
286140,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Artikel pro Verkaufseinheit: 1 Stück (Stk.) Stück
Druckerserie: PIXMA
Druckfarbe: Color
Druckleistung bei 5% Deckung: 180 Stück (Stk.) Stück
Farbbezeichnung: Color
Herstellerengagement: SBTi
Inhalt: 8 Milliliter (ml) Milliliter
Kompatibel zu OEM: 5227B005
Kompatible Druckermodelle: MX375
Kompatible Druckermodelle: MG3650
Kompatible Druckermodelle: MG4250
Kompatible Druckermodelle: MG3550
Kompatible Druckermodelle: MG3250
Kompatible Druckermodelle: MG4150
Kompatible Druckermodelle: MG2150
Kompatible Druckermodelle: MX455
Kompatible Druckermodelle: MX435
Kompatible Druckermodelle: MG3150
Kompatible Druckermodelle: MX515
Kompatible Druckermodelle: MX395
Kompatible Druckermodelle: MG2250
Kompatible Druckermodelle: MX525
Passende Druckermarke: Canon
Patronenart: Originalprodukt
Patronengrösse: Normal
Patronentyp: Tinte","Das Produkt ist eine originale Canon PIXMA Tintenpatrone mit 8 ml Füllmenge in Farbe, die eine Druckleistung von 180 Seiten bei 5% Deckung bietet. Sie ist kompatibel mit einer Vielzahl von Druckermodellen, darunter MX375, MG3650, MG4250, MG3550, MG3250, MG4150, MG2150, MX455, MX435, MG3150, MX515, MX395, MG2250 und MX525. Der Hersteller engagiert sich für SBTi, was für nachhaltige und umweltfreundliche Praktiken steht.",gpt-4,Die originale Canon Tintenpatrone mit 8 ml Inhalt ist kompatibel mit 14 verschiedenen PIXMA Druckermodellen und ermöglicht farbige Drucke mit einer Leistung von bis zu 180 Seiten bei 5% Deckung. Als Originalprodukt in Normalgröße garantiert sie zuverlässige Druckergebnisse. Canon engagiert sich im Rahmen der Science Based Targets initiative (SBTi) für Nachhaltigkeit.,claude-3-opus,"Dieses Canon-Originaltintenpatronen-Set der PIXMA-Serie ist kompatibel mit verschiedenen Canon-Druckmodellen wie MG3650, MG4150 und MX375. Es bietet eine Druckleistung von 180 Seiten bei 5% Deckung und enthält 8 Milliliter Tinte. Es handelt sich um ein Originalprodukt von Canon, das für hochwertige Druckergebnisse sorgt.",llama-3-70b,0.34,0.02,0.25,0.2,0.02,0.07,0.22,0.04,0.1
287640,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Abbildungsmassstab: 1:16
Anzahl Batterien: 0
Anzahl Fahrzeuge: 1 Anzahl (x) Anzahl
Breite: 13 Zentimeter (cm) Zentimeter
Energieversorgung: Keine
Fahrzeugmarke: Fendt
Farbgruppe: Grün
Genaue Farbbezeichnung: Rot
Genaue Farbbezeichnung: Grün
Genaue Materialbezeichnung: Kunststoff
Gewicht: 470 Gramm (g) Gramm
Höhe: 15 Zentimeter (cm) Zentimeter
Lizenz: Fendt
Länge: 23.6 Zentimeter (cm) Zentimeter
Materialgruppe: Kunststoff
Mindestalter: 3 Jahr (Jahre) Jahr
Spielfahrzeugtyp: Landmaschine
Ursprungsland: Deutschland
Warnhinweis Spielzeug: Achtung: Erstickungsgefahr durch kleine Teile
Warnhinweis Spielzeug: Achtung: Nicht für Kinder unter 3 Jahren geeignet","Dieses grüne Spielzeug-Landmaschinenfahrzeug der Marke Fendt ist aus Kunststoff gefertigt und hat die Maße 23,6 x 13 x 15 cm. Es ist im Maßstab 1:16 gehalten und für Kinder ab 3 Jahren geeignet, wobei eine Erstickungsgefahr durch kleine Teile besteht. Das in Deutschland hergestellte Produkt ist batteriefrei und wiegt 470 Gramm.",gpt-4,"Der Fendt Traktor im Maßstab 1:16 besticht durch seine detailgetreue Nachbildung und hochwertige Verarbeitung aus Kunststoff. Mit einer Länge von 23,6 cm und einem Gewicht von 470 g ist er ein robustes Spielzeug für Kinder ab 3 Jahren. Die originalgetreue Farbgebung in Grün und Rot verleiht dem Traktor einen authentischen Look.",claude-3-opus,"Das Fendt-Landmaschinen-Modell im Maßstab 1:16 ist ein detailgetreues Spielzeug aus Kunststoff, das in den Farben Grün und Rot erhältlich ist. Es ist 23,6 cm lang, 13 cm breit und 15 cm hoch, wiegt 470 Gramm und eignet sich für Kinder ab 3 Jahren. Das Modell ist lizenzierter Nachbau eines Fendt-Fahrzeugs und wird in Deutschland hergestellt, enthält jedoch kleine Teile und ist daher nicht für Kinder unter 3 Jahren geeignet.",llama-3-70b,0.35,0.12,0.13,0.32,0.08,0.17,0.36,0.13,0.22
290880,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Anschlüsse: USB
Barcode-Scanner Ausführung: Scanner USB Kit
Breite: 62 Millimeter (mm) Millimeter
Display Funktionen: Neigbar
Druckkontrast minimum: 30 Prozent (%) Prozent
Farbgruppe: Schwarz
Genaue Farbbezeichnung: Schwarz
Gewicht: 122 Gramm (g) Gramm
Herstellerengagement: SBTi
Höhe: 180 Millimeter (mm) Millimeter
Lesewinkel längs max.: 60 Grad (°) Grad
Lesewinkel quer max.: 60 Grad (°) Grad
Lieferumfang: USB Kabel
Länge: 60 Millimeter (mm) Millimeter
Max. Fallhöhe: 1.5 Meter (m) Meter
Max. Reichweite: 25.4 Zentimeter (cm) Zentimeter
Max. Scan-Abstand: 38.1 Zentimeter (cm) Zentimeter
Scan Methode: Laser
Scanleistung: 100 Scan pro Sekunde (Scans/s) Scan pro Sekunde
Scanner Funktionen: 1D-Barcodes
Scannertyp: Handscanner
Schutzart (IP Code): IP20
Signalübertragung: Kabelgebunden
Spannung: 5 Volt (V) Volt
Ursprungsland: China","Dieser kompakte Handscanner in Schwarz aus China wiegt nur 122g und bietet eine Scanleistung von 100 Scans pro Sekunde mit einer maximalen Scanreichweite von 38,1 cm. Das Gerät wird mit einem USB-Kabel geliefert und ermöglicht das Scannen von 1D-Barcodes über eine kabelgebundene Verbindung. Mit einer maximalen Fallhöhe von 1,5 Metern und einer Schutzart von IP20 ist es robust und langlebig.",gpt-4,"Der kabelgebundene 1D-Barcode-Handscanner besticht durch seine kompakte Bauweise, hohe Scanleistung von 100 Scans/s und einen großen Lesewinkel von 60°. Mit einer maximalen Reichweite von 25,4 cm und einer Fallhöhe von 1,5 m eignet er sich ideal für den flexiblen Einsatz im Einzelhandel oder Lager. Das USB-Kit wird inklusive Kabel geliefert und ist sofort einsatzbereit.",claude-3-opus,"Der Handscanner ist ein kompakter, kabelgebundener Laser-Scanner, der 1D-Barcodes mit einer Scanleistung von 100 Scans pro Sekunde liest. Er verfügt über eine neigbare Ausführung und ist mit einer IP20-Schutzart gegenüber Berührungsschutz und Fremdkörpern geschützt. Der Scanner wird über USB angeschlossen und ist mit einem Gewicht von 122 Gramm und einer maximalen Fallhöhe von 1,5 Metern robust und leicht zu transportieren.",llama-3-70b,0.25,0.08,0.1,0.24,0.07,0.1,0.26,0.07,0.11
294740,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Modellbau Zubehörtyp: Werkzeug","Dieses Modellbau Werkzeug ist ein unverzichtbares Zubehör für alle Modellbau-Enthusiasten. Es hilft dabei, Modelle präzise, einfach und effizient zu erstellen und zu bearbeiten. Mit diesem Werkzeug gelingt jeder Modellbau, unabhängig von den Anforderungen oder der Komplexität des Projekts.",gpt-4,Das Modellbau-Werkzeugset enthält hochwertige Präzisionswerkzeuge für detaillierte Arbeiten. Die ergonomischen Griffe ermöglichen ermüdungsfreies Arbeiten auch bei längeren Bastel-Sessions. Mit diesem 12-teiligen Set sind Sie für alle Modellbau-Projekte optimal ausgestattet.,claude-3-opus,"Das Modellbau-Werkzeug ist ein unverzichtbares Zubehör für jeden Modellbauer, das präzise und effiziente Arbeit ermöglicht. Es bietet eine Vielzahl von Funktionen und Instrumenten, um Modelle genau und sauber zu bearbeiten und zu gestalten. Durch die Verwendung dieses Werkzeugs können Modellbauer ihre Projekte mit höchster Genauigkeit und Präzision umsetzen.",llama-3-70b,0.16,0.0,0.08,0.11,0.0,0.11,0.18,0.0,0.11
301820,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Abbildungsmassstab: 1:10
Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Breite: 26 Millimeter (mm) Millimeter
Durchmesser: 12 Millimeter (mm) Millimeter
Farbgruppe: Weiss
Geeignet für: Auto
Genaue Farbbezeichnung: Schwarz, Weiss
Lieferumfang: 4 Stk.
Passende Marke: Absima
Passendes Modell: Tourenwagen 1:10
Zubehörkategorie: Reifen + Felgen","Dieses Produkt ist ein Set von 4 Reifen und Felgen in Schwarz und Weiß, passend für den Absima Tourenwagen im Maßstab 1:10. Jeder Reifen hat einen Durchmesser von 12mm und eine Breite von 26mm, ideal für den Einsatz im Auto. Das Set ist ein unverzichtbares Zubehör, um die Leistung Ihres Modellautos zu verbessern.",gpt-4,Die Tourenwagen-Reifen im 4er-Set im Massstab 1:10 sind perfekt für Absima-Modelle geeignet. Mit einem Durchmesser von 12 mm und einer Breite von 26 mm bieten sie optimale Fahreigenschaften. Die Kombination aus schwarzen Reifen und weissen Felgen sorgt für einen sportlichen Look.,claude-3-opus,"Das Angebot umfasst 4 weiße Reifen mit Felgen im Maßstab 1:10, passend für Absima-Tourenwagen. Sie haben eine Breite von 26 mm und einen Durchmesser von 12 mm. Die Reifen sind in Schwarz und Weiß gehalten und eignen sich ideal für Auto-Modelle im gleichen Maßstab.",llama-3-70b,0.31,0.03,0.15,0.32,0.03,0.15,0.37,0.05,0.2
301860,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Breite: 20.5 Millimeter (mm) Millimeter
Drehmoment: 6.2 Kilogramm pro cm (kg/cm) Kilogramm pro cm
Farbgruppe: Schwarz
Genaue Materialbezeichnung: Metall
Gewicht: 52 Gramm (g) Gramm
Höhe: 40.8 Millimeter (mm) Millimeter
Lagerart: Doppelt kugelgelagert
Lieferumfang: Befestigungsmaterial
Lieferumfang: Servo
Lieferumfang: Servohörner
Länge: 40.6 Millimeter (mm) Millimeter
Motortyp: DC-Motor
Servo Geschwindigkeit: 0.15 Sekunde (s) Sekunde
Servo Technologie: Analog
Servotyp: Standard-Servo","Dieses schwarze Standard-Servo ist aus Metall gefertigt und wiegt 52 Gramm. Es hat eine Geschwindigkeit von 0,15 Sekunden und ein Drehmoment von 6,2 kg/cm, wobei es doppelt kugelgelagert ist. Im Lieferumfang sind das Servo, Servohörner und Befestigungsmaterial enthalten.",gpt-4,"Der analoge Standard-Servo mit DC-Motor bietet ein Drehmoment von 6,2 kg/cm bei kompakten Abmessungen von 40,6 x 20,5 x 40,8 mm. Dank doppelter Kugellagerung und einer Stellzeit von 0,15 s eignet er sich optimal für präzise und dynamische Anwendungen. Im Lieferumfang sind neben dem Servo auch passende Servohörner und Befestigungsmaterial enthalten.",claude-3-opus,"Das Produkt ist ein Standard-Servo mit einem DC-Motor und analoger Technologie, das eine Drehmoment von 6,2 kg/cm und eine Geschwindigkeit von 0,15 Sekunden aufweist. Es ist 40,6 mm lang, 20,5 mm breit und 40,8 mm hoch, wiegt 52 Gramm und ist aus Metall gefertigt. Der Lieferumfang umfasst das Servo selbst, Servohörner und Befestigungsmaterial, wodurch es für eine Vielzahl von Anwendungen geeignet ist.",llama-3-70b,0.35,0.1,0.19,0.37,0.12,0.16,0.44,0.12,0.19
304980,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Anschluss Hauptgerät: USB 2.0
Anzahl Ausgänge: 1
Anzahl Eingänge: 2
Breite: 63.5 Millimeter (mm) Millimeter
Genaue USB-Anschlüsse: USB-A 2.0 (1x)
Gewicht: 45.36 Gramm (g) Gramm
Höhe: 69.85 Millimeter (mm) Millimeter
Kabellänge: 1.82 Meter (m) Meter
Lieferumfang: USB Kabel
Länge: 25.4 Millimeter (mm) Millimeter
Switch Box Typ: USB Switch
USB-Anschlüsse: USB-A","Diese USB Switch Box verfügt über einen USB 2.0 Anschluss für das Hauptgerät, zwei Eingänge und einen Ausgang. Mit Maßen von 63.5mm Breite, 69.85mm Höhe und 25.4mm Länge sowie einem Gewicht von 45.36g ist sie kompakt und leicht. Im Lieferumfang ist zudem ein 1.82 Meter langes USB-Kabel enthalten.",gpt-4,"Der USB 2.0 Switch ermöglicht die Verbindung von zwei Geräten mit einem USB-Anschluss über ein 1,82 m langes Kabel. Mit kompakten Abmessungen von 63,5 x 69,85 x 25,4 mm und einem Gewicht von nur 45,36 g ist er äußerst portabel. Der Switch ist ideal für den flexiblen Einsatz von USB-Geräten an verschiedenen Rechnern.",claude-3-opus,"Dieses USB-Switch-Produkt bietet eine einfache und praktische Lösung zum Umschalten zwischen zwei Geräten über einen einzigen USB-Anschluss. Es verfügt über einen USB-A 2.0-Anschluss und zwei Eingänge, die eine Kabellänge von 1,82 Metern haben. Durch seine kompakte Größe und geringes Gewicht ist es leicht zu transportieren und in verschiedenen Umgebungen einsetzbar.",llama-3-70b,0.39,0.14,0.18,0.33,0.09,0.16,0.26,0.09,0.15
307320,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Breite: 4 Zentimeter (cm) Zentimeter
Farbgruppe: Silber
Farbgruppe: Schwarz
Genaue Farbbezeichnung: Silber
Genaue Farbbezeichnung: Schwarz
Genaue Materialbezeichnung: Edelstahl
Genaue Materialbezeichnung: Kunststoff
Höhe: 14 Zentimeter (cm) Zentimeter
Küchengadgets Typ: Eierköpfer
Lieferumfang: Einzelstück
Länge: 14 Zentimeter (cm) Zentimeter
Materialgruppe: Kunststoff
Materialgruppe: Metall
Ursprungsland: Deutschland",Dieser in Deutschland hergestellte Eierköpfer besteht aus einer Kombination von Edelstahl und Kunststoff in den Farben Silber und Schwarz. Mit den Maßen 4x14x14 cm ist er handlich und praktisch für den Gebrauch in jeder Küche. Der Lieferumfang umfasst ein Einzelstück pro Verkaufseinheit.,gpt-4,Der Eierköpfer aus hochwertigem Edelstahl und robustem Kunststoff besticht durch seine kompakte Größe von 14 x 4 cm. Das in Deutschland hergestellte Einzelstück überzeugt mit seiner silber-schwarzen Farbgebung und erleichtert das präzise Köpfen von Eiern. Dank der hochwertigen Materialien ist der Eierköpfer langlebig und pflegeleicht.,claude-3-opus,"Der Eierköpfer ist ein praktisches Küchengadget aus Edelstahl und Kunststoff, das in silber und schwarz erhältlich ist. Es misst 14 cm in der Höhe, Breite und Länge und ist 4 cm breit. Durch seine solide Verarbeitung und einfache Handhabung ist es ideal für den täglichen Gebrauch in der Küche.",llama-3-70b,0.26,0.05,0.15,0.25,0.03,0.1,0.28,0.06,0.13
310520,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Artikel pro Verkaufseinheit: 20 Stück (Stück) Stück
Farbgruppe: Schwarz
Genaue Farbbezeichnung: Schwarz
Passende Marke: HP","Das Produkt ist eine Verkaufseinheit mit 20 schwarzen Stücken, die speziell für die Marke HP geeignet sind. Seine einheitliche und klare Farbgebung sorgt für ein professionelles Aussehen. Diese HP-kompatiblen Teile sind ideal für diejenigen, die Qualität und Konsistenz in ihrer Arbeit schätzen.",gpt-4,"Das HP 305 Multipack enthält 20 original Tintenpatronen in schwarz. Sie sind ideal für zuverlässigen, qualitativ hochwertigen Druck mit HP Druckern. Dank der hohen Seitenleistung eignen sie sich perfekt für den Druck größerer Mengen.",claude-3-opus,"Das Produkt besteht aus 20 schwarzen Stücken, die kompatibel mit der Marke HP sind. Sie sind in einer Verkaufseinheit zusammengefasst und zeichnen sich durch ihre einheitliche schwarze Farbe aus. Durch ihre Kompatibilität mit HP-Geräten bieten sie eine praktische Lösung für Bedarf an Zubehör oder Ersatzteilen.",llama-3-70b,0.23,0.02,0.15,0.12,0.0,0.09,0.22,0.02,0.12
